estado,zona,codigo_postal,ciudad
Aragua,Simón Bolívar (El Consejo),2118,Simón Bolívar (El Consejo)
Aragua,Simón Rodríguez (Maracay),2103,Simón Rodríguez (Maracay)
Aragua,Soco (La Victoria),2121,Soco (La Victoria)
Aragua,"Sorocaima I y II (19 de Abril, Maracay)",2107,"Sorocaima I y II (19 de Abril, Maracay)"
Aragua,"Sucre (19 de Abril, Maracay)",2107,"Sucre (19 de Abril, Maracay)"
Aragua,Sucre (La Victoria),2121,Sucre (La Victoria)
Aragua,Sucre (Maracay),2102,Sucre (Maracay)
Aragua,Surupei (Santa Cruz),2123,Surupei (Santa Cruz)
Aragua,Taguay,2335,Taguay
Aragua,Tamarindo (Maracay),2103,Tamarindo (Maracay)
Aragua,Tapatapa,2101,Tapatapa
Aragua,Tejerías (Maracay),2105,Tejerías (Maracay)
Aragua,Tejerías (Tejerias),2119,Tejerías (Tejerias)
Aragua,Tierra Amarilla (Tejerias),2119,Tierra Amarilla (Tejerias)
Aragua,Tinapuey I y II (Tejerias),2119,Tinapuey I y II (Tejerias)
Aragua,Tiuna (Maracay),2101,Tiuna (Maracay)
Aragua,Toronjal (Maracay),2104,Toronjal (Maracay)
Aragua,Trapiche del Medio (El Consejo),2118,Trapiche del Medio (El Consejo)
Aragua,Tucutunemo,2126,Tucutunemo
Aragua,Turagua (Santa Cruz),2123,Turagua (Santa Cruz)
Aragua,Turmero (Turmero),2115,Turmero (Turmero)
Aragua,Unión (San Mateo),2120,Unión (San Mateo)
Aragua,Urbanización Andrés Bello,2101,Urbanización Andrés Bello
Aragua,Urbanización Base Aragua,2101,Urbanización Base Aragua
Aragua,Urbanización Bermúdez (Maracay),2101,Urbanización Bermúdez (Maracay)
Aragua,Urbanización Calicanto (Maracay),2101,Urbanización Calicanto (Maracay)
Aragua,Urbanización Caña de Azucar (Maracay),2101,Urbanización Caña de Azucar (Maracay)
Aragua,Urbanización El Castaño (Maracay),2101,Urbanización El Castaño (Maracay)
Aragua,Urbanización El Limón (Maracay),2101,Urbanización El Limón (Maracay)
Aragua,Urbanización El Toro (Maracay),2101,Urbanización El Toro (Maracay)
Aragua,Urbanización Fundación Mendoza (Maracay),2103,Urbanización Fundación Mendoza (Maracay)
Aragua,Urbanización Guey (Maracay),2101,Urbanización Guey (Maracay)
Aragua,Urbanización José Felix Rivas,2101,Urbanización José Felix Rivas
Aragua,Urbanización La Arboleda (Maracay),2101,Urbanización La Arboleda (Maracay)
Aragua,Urbanización La Candelaria (Maracay),2101,Urbanización La Candelaria (Maracay)
Aragua,Urbanización La Floresta (Maracay),2101,Urbanización La Floresta (Maracay)
Aragua,Urbanización La Rinconada (Maracay),2101,Urbanización La Rinconada (Maracay)
Aragua,Urbanización La Romana (Maracay),2101,Urbanización La Romana (Maracay)
Aragua,Urbanización La Soledad (Maracay),2101,Urbanización La Soledad (Maracay)
Aragua,Urbanización Las Acacias (Maracay),2103,Urbanización Las Acacias (Maracay)
Aragua,Urbanización Los Caobos (Maracay),2101,Urbanización Los Caobos (Maracay)
Aragua,Urbanización Los Naranjos (Maracay),2101,Urbanización Los Naranjos (Maracay)
Aragua,Urbanización Maracay (Maracay),2103,Urbanización Maracay (Maracay)
Aragua,Urbanización Piñonal (Maracay),2103,Urbanización Piñonal (Maracay)
Aragua,Urbanización Piñonal Sur (Maracay),2103,Urbanización Piñonal Sur (Maracay)
Aragua,Urbanización San Isidro (Maracay),2103,Urbanización San Isidro (Maracay)
Aragua,Urbanización San Jacinto (Maracay),2101,Urbanización San Jacinto (Maracay)
Aragua,Urbanización Santa Fé (Maracay),2101,Urbanización Santa Fé (Maracay)
Aragua,Urbanización Sergio Medina (Maracay),2103,Urbanización Sergio Medina (Maracay)
Aragua,Urbanización Tiuna (Maracay),2101,Urbanización Tiuna (Maracay)
Aragua,Valle Fresco (Turmero),2115,Valle Fresco (Turmero)
Aragua,"Valle Lindo I, II (Turmero)",2115,"Valle Lindo I, II (Turmero)"
Aragua,Valle Morin,2338,Valle Morin
Aragua,Valle Verde (Maracay),2101,Valle Verde (Maracay)
Aragua,Valle Verde (Maracay),2105,Valle Verde (Maracay)
Aragua,Vía Colonia Tovar (La Victoria),2121,Vía Colonia Tovar (La Victoria)
Aragua,Victoria (La Victoria),2121,Victoria (La Victoria)
Aragua,Villa de Cura,2126,Villa de Cura
Aragua,Villa de Cura (Villa de Cura),2126,Villa de Cura (Villa de Cura)
Aragua,Villa Zuica,2123,Villa Zuica
Aragua,Yarabi,2122,Yarabi
Aragua,Yarabí,2122,Yarabí
Aragua,Zamora,2120,Zamora
Aragua,Zuata,2127,Zuata
Barinas,Altamira,5208,Altamira
Barinas,Arismendi,2201,Arismendi
Barinas,Barinas,5201,Barinas
Barinas,Barinitas,5206,Barinitas
Barinas,Barrancas,5201,Barrancas
Barinas,Bruzual,5201,Bruzual
Barinas,Calderas,5207,Calderas
Barinas,Capitanejo,5201,Capitanejo
Barinas,Chameta,5216,Chameta
Barinas,Ciudad Bolivia,5214,Ciudad Bolivia
Barinas,Ciudad de Nutrias,5221,Ciudad de Nutrias
Barinas,Dolores,5217,Dolores
Barinas,El Cantón,5201,El Cantón
Barinas,El Real,5201,El Real
Barinas,El Regalo,5201,El Regalo
Barinas,Guadarrama,2201,Guadarrama
Barinas,La Cochinilla (Barinitas),5201,La Cochinilla (Barinitas)
Barinas,La Luz,5201,La Luz
Barinas,La Unión,2312,La Unión
Barinas,Libertad,5220,Libertad
Barinas,Maporal,5201,Maporal
Barinas,Mijagual,5201,Mijagual
Barinas,Obispos,5213,Obispos
Barinas,Otras Poblaciones,5201,Barinas
Barinas,Pedraza la Vieja,5201,Pedraza la Vieja
Barinas,Puerto Nutrias,5201,Puerto Nutrias
Barinas,Quebrada Seca,5067,Quebrada Seca
Barinas,Quebrada Seca,5201,Quebrada Seca
Barinas,Quintero,5201,Quintero
Barinas,Sabaneta,5224,Sabaneta
Barinas,Sacopó,5216,Sacopó
Barinas,San Rafael de Canagua,5201,San Rafael de Canagua
Barinas,San Silvestre,5203,Barinas
Barinas,San Vicente,5201,San Vicente
Barinas,Santa Barbara,5210,Santa Barbara
Barinas,Santa Catalina,5201,Santa Catalina
Barinas,Santa Inés,5201,Santa Inés
Barinas,Santa Lucia,5201,Santa Lucia
Barinas,Santa Rosa,5219,Santa Rosa
Barinas,Torunos,5201,Torunos
Barinas,Veguitas,5201,Veguitas
Bolívar,Aripao,8001,Aripao
Bolívar,Caicara del Orinoco,8007,Caicara del Orinoco
Bolívar,Ciudad Bolívar,8001,Ciudad Bolivar
Bolívar,Ciudad Guayana,8050,Ciudad Guayana
Bolívar,Ciudad Piar,8003,Ciudad Piar
Bolívar,Cuchiberos,8001,Cuchiberos
Bolívar,El Callao,8056,El Callao
Bolívar,El Dorado,8050,El Dorado
Bolívar,El Manteco,8050,El Manteco
Bolívar,El Miamo,8050,El Miamo
Bolívar,El Palmar,8054,El Palmar
Bolívar,El Pao,8050,El Pao
Bolívar,Guasipati,8050,Guasipati
Bolívar,Icabarú,8001,Icabarú
Bolívar,Jabillal,8050,Jabillal
Bolívar,Kanavayen,8001,Kanavayen
Bolívar,La Canoa,8001,La Canoa
Bolívar,La Paragua,8001,La Paragua
Bolívar,La Urbina,8001,La Urbina
Bolívar,Las Bonitas,8001,Las Bonitas
Bolívar,Las Majadas,8001,Las Majadas
Bolívar,Las Trincheras,8001,Las Trincheras
Bolívar,Los Castillos de Guayana,8050,Los Castillos de Guayana
Bolívar,Los Morichales,8001,Los Morichales
Bolívar,Maripa,8009,Maripa
Bolívar,Matanzas,8001,Matanzas
Bolívar,Moitaco,8001,Moitaco
Bolívar,Otras Poblaciones,8001,Ciudad Bolívar
Bolívar,Puerto Ordáz,8050,Puerto Ordáz
Bolívar,Puruey,8001,Puruey
Bolívar,San Félix,8051,San Félix
Bolívar,San Francisco de La Paragua,8001,San Francisco de La Paragua
Bolívar,San Pedro de Las Bocas,8001,San Pedro de Las Bocas
Bolívar,Santa Cruz de Orinoco,8001,Santa Cruz de Orinoco
Bolívar,Santa Elena de Uairén,8011,Santa Elena de Uairén
Bolívar,Santa Rosalía,8001,Santa Rosalía
Bolívar,Santa Teresa de Canavayen,8001,Santa Teresa de Canavayen
Bolívar,Soledad,8013,Soledad
Bolívar,Tumeremo,8057,Tumeremo
Bolívar,Upata,8052,Upata
Bolívar,Vista Hermosa,8001,Ciudad Bolivar
Carabobo,13 de Septiembre (Valencia),2001,13 de Septiembre (Valencia)
Carabobo,19 de Abril (Valencia),2001,19 de Abril (Valencia)
Carabobo,1º de Mayo,2006,1º de Mayo
Carabobo,1º de Mayo (Valencia),2001,1º de Mayo (Valencia)
Carabobo,24 Horas (Valencia),2001,24 Horas (Valencia)
Carabobo,3 de Mayo,2003,3 de Mayo
Carabobo,810 (Valencia),2001,810 (Valencia)
Carabobo,Actoto Campesino Mirandita (Valencia),2001,Actoto Campesino Mirandita (Valencia)
Carabobo,Agua Blanca (Valencia),2001,Agua Blanca (Valencia)
Carabobo,Alegría (Valencia),2001,Alegría (Valencia)
Carabobo,Alexander Burgos (Valencia),2001,Alexander Burgos (Valencia)
Carabobo,Altos De Guaparo (Valencia),2001,Altos De Guaparo (Valencia)
Carabobo,Ambrosio Plaza (Valencia),2001,Ambrosio Plaza (Valencia)
Carabobo,América (Valencia),2001,América (Valencia)
Carabobo,Andrés Bello (Valencia),2001,Andrés Bello (Valencia)
Carabobo,"Antonio José de Sucre Norte, Sur (Valencia)",2001,"Antonio José de Sucre Norte, Sur (Valencia)"
Carabobo,Aquiles Nazoa (Valencia),2001,Aquiles Nazoa (Valencia)
Carabobo,Armando Celli (Valencia),2001,Armando Celli (Valencia)
Carabobo,Atlas (Valencia),2001,Atlas (Valencia)
Carabobo,Bárbula,2005,Bárbula
Carabobo,Barrera,2035,Barrera
Carabobo,Base Naval,2050,Base Naval
Carabobo,Bejuma,2040,Bejuma
Carabobo,"Bella Vista I, II, III Etapa (Valencia)",2001,"Bella Vista I, II, III Etapa (Valencia)"
Carabobo,"Bello Monte 1, 2, 3",2003,"Bello Monte 1, 2, 3"
Carabobo,Big Low Center,2003,Big Low Center
Carabobo,Boca de Aroa,2052,Boca de Aroa
Carabobo,Boca de Tocuyo,2053,Boca de Tocuyo
Carabobo,Bocaina 1 y 2 (Valencia),2001,Bocaina 1 y 2 (Valencia)
Carabobo,Borburata,2050,Puerto Cabello
Carabobo,Bosque Serino,2006,Bosque Serino
Carabobo,Brisas del Sur (Valencia),2001,Brisas del Sur (Valencia)
Carabobo,Brisas del Terminal (Valencia),2001,Brisas del Terminal (Valencia)
Carabobo,Cabriales (Valencia),2001,Cabriales (Valencia)
Carabobo,Camoruco (Valencia),2001,Camoruco (Valencia)
Carabobo,Campo Alegre (Valencia),2001,Campo Alegre (Valencia)
Carabobo,Campo Solo,2006,Campo Solo
Carabobo,Canaima (Valencia),2001,Canaima (Valencia)
Carabobo,Cañaveral (Valencia),2001,Cañaveral (Valencia)
Carabobo,Canoabo,2040,Canoabo
Carabobo,Carabobo,2035,Carabobo
Carabobo,Carabobo (Campo),2035,Carabobo (Campo)
Carabobo,"Carmen Norte, Sur (Valencia)",2001,"Carmen Norte, Sur (Valencia)"
Carabobo,Central Tacarigua,2003,Central Tacarigua
Carabobo,Centro de Valencia (Valencia),2001,Centro de Valencia (Valencia)
Carabobo,Cesar Giro (Valencia),2001,Cesar Giro (Valencia)
Carabobo,Chaguaramal (Valencia),2001,Chaguaramal (Valencia)
Carabobo,Chichiriviche,2054,Chichiriviche
Carabobo,Chirgua,2044,Chirgua
Carabobo,Ciudad Jardín Mañongo (Valencia),2001,Ciudad Jardín Mañongo (Valencia)
Carabobo,Colinas de Guataparo (Valencia),2001,Colinas de Guataparo (Valencia)
Carabobo,Concordia (Valencia),2001,Concordia (Valencia)
Carabobo,Coromoto (Valencia),2001,Coromoto (Valencia)
Carabobo,Daimer (Valencia),2001,Daimer (Valencia)
Carabobo,Democracia 1 y 2 (Valencia),2001,Democracia 1 y 2 (Valencia)
Carabobo,Don Bosco (Valencia),2001,Don Bosco (Valencia)
Carabobo,El Bosque (Valencia),2001,El Bosque (Valencia)
Carabobo,El Calvario (Valencia),2001,El Calvario (Valencia)
Carabobo,El Cambur,2050,El Cambur
Carabobo,El Candelero (Valencia),2001,El Candelero (Valencia)
Carabobo,El Combate (Valencia),2001,El Combate (Valencia)
Carabobo,El Consejo (Valencia),2001,El Consejo (Valencia)
Carabobo,El Morro 1 y 2,2006,El Morro 1 y 2
Carabobo,El Pajal (Valencia),2001,El Pajal (Valencia)
Carabobo,El Palito,2050,El Palito
Carabobo,El Palotal (Valencia),2001,El Palotal (Valencia)
Carabobo,El Parral (Valencia),2001,El Parral (Valencia)
Carabobo,El Prado (Valencia),2001,El Prado (Valencia)
Carabobo,"El Prebo I, II, III (Valencia)",2001,"El Prebo I, II, III (Valencia)"
Carabobo,El Prebol (Valencia),2001,El Prebol (Valencia)
Carabobo,El Recreo (Valencia),2001,El Recreo (Valencia)
Carabobo,El Rincón (Valencia),2001,El Rincón (Valencia)
Carabobo,El Roble,2003,El Roble
Carabobo,El Romancero (Valencia),2001,El Romancero (Valencia)
Carabobo,El Socorro (Valencia),2001,El Socorro (Valencia)
Carabobo,El Trigalito (Valencia),2001,El Trigalito (Valencia)
Carabobo,El triunfo (Valencia),2001,El triunfo (Valencia)
Carabobo,El Trompillo,2010,El Trompillo
Carabobo,El Viñedo (Valencia),2001,El Viñedo (Valencia)
Carabobo,Escalona (Valencia),2001,Escalona (Valencia)
Carabobo,Escorcha (Valencia),2001,Escorcha (Valencia)
Carabobo,Eutimio Rivas (Valencia),2001,Eutimio Rivas (Valencia)
Carabobo,Ezequiel Zamora (Valencia),2001,Ezequiel Zamora (Valencia)
Carabobo,Federación (Valencia),2001,Federación (Valencia)
Carabobo,Finca (Los Taladros) (Valencia),2001,Finca (Los Taladros) (Valencia)
Carabobo,Flor Amarilla,2003,Flor Amarilla
Carabobo,Flor Amarillo,2003,Flor Amarillo
Carabobo,Flores (Valencia),2001,Flores (Valencia)
Carabobo,Florida Norte y Sur (Valencia),2001,Florida Norte y Sur (Valencia)
Carabobo,Francisco de Miranda (Valencia),2001,Francisco de Miranda (Valencia)
Carabobo,Freddy Franco (Valencia),2001,Freddy Franco (Valencia)
Carabobo,Goaigoaza,2050,Goaigoaza
Carabobo,Guacara,2015,Guacara
Carabobo,Guataparo Country Club (Valencia),2001,Guataparo Country Club (Valencia)
Carabobo,Güigüe,2010,Güigüe
Carabobo,Haras los Aguacates (Valencia),2001,Haras los Aguacates (Valencia)
Carabobo,Impacto 1 y 2 (Valencia),2001,Impacto 1 y 2 (Valencia)
Carabobo,Industrial Carabobo,2003,Industrial Carabobo
Carabobo,Industrial Castillito,2003,Industrial Castillito
Carabobo,Industrial La Guacamaya (Valencia),2001,Industrial La Guacamaya (Valencia)
Carabobo,Industrial La Quizanda,2003,Industrial La Quizanda
Carabobo,Industrial Municipal Norte,2003,Industrial Municipal Norte
Carabobo,Isabelita,2003,Isabelita
Carabobo,José Gregorio Hernández (Valencia),2001,José Gregorio Hernández (Valencia)
Carabobo,José Regino Peña (Valencia),2001,José Regino Peña (Valencia)
Carabobo,Kerdel (Valencia),2001,Kerdel (Valencia)
Carabobo,La Arboleada (Valencia),2001,La Arboleada (Valencia)
Carabobo,La Blanquera (Valencia),2001,La Blanquera (Valencia)
Carabobo,La California (Valencia),2001,La California (Valencia)
Carabobo,La Castellana (Valencia),2001,La Castellana (Valencia)
Carabobo,La Castrera (Valencia),2001,La Castrera (Valencia)
Carabobo,La Entrada,2005,La Entrada
Carabobo,La Esmeralda,2006,La Esmeralda
Carabobo,La Florida (Valencia),2001,La Florida (Valencia)
Carabobo,"La Guacamaya 1ª, 2ª y 3ª Etapa (Valencia)",2001,"La Guacamaya 1ª, 2ª y 3ª Etapa (Valencia)"
Carabobo,La Isabelica,2003,La Isabelica
Carabobo,La Línea (Valencia),2001,La Línea (Valencia)
Carabobo,La Maestranza (Valencia),2001,La Maestranza (Valencia)
Carabobo,La Manguita (Valencia),2001,La Manguita (Valencia)
Carabobo,La Milagrosa (Valencia),2001,La Milagrosa (Valencia)
Carabobo,La Planta (Valencia),2001,La Planta (Valencia)
Carabobo,La Raya (Valencia),2001,La Raya (Valencia)
Carabobo,La Romana (Valencia),2001,La Romana (Valencia)
Carabobo,La Romanita (Valencia),2001,La Romanita (Valencia)
Carabobo,La Sorpresa,2050,La Sorpresa
Carabobo,La Trigaleña (Valencia),2001,La Trigaleña (Valencia)
Carabobo,La Unidad (Valencia),2001,La Unidad (Valencia)
Carabobo,La Viña (Valencia),2001,La Viña (Valencia)
Carabobo,Las Acacias (Valencia),2001,Las Acacias (Valencia)
Carabobo,Las Agüitas,2003,Las Agüitas
Carabobo,Las Clavellinas (Valencia),2001,Las Clavellinas (Valencia)
Carabobo,Las Lomas (Valencia),2001,Las Lomas (Valencia)
Carabobo,Las Quintas,2005,Las Quintas
Carabobo,Las Trincheras,2005,Las Trincheras
Carabobo,Libertador (Valencia),2001,Libertador (Valencia)
Carabobo,Llano Verde (Valencia),2001,Llano Verde (Valencia)
Carabobo,Lomas de Funval (Valencia),2001,Lomas de Funval (Valencia)
Carabobo,Lomas del Este (Valencia),2001,Lomas del Este (Valencia)
Carabobo,Los Alpes (Valencia),2001,Los Alpes (Valencia)
Carabobo,Los Arales,2006,Los Arales
Carabobo,"Los Bucares 1, 2",2003,"Los Bucares 1, 2"
Carabobo,Los Caimitos (Valencia),2001,Los Caimitos (Valencia)
Carabobo,Los Caobos (Valencia),2001,Los Caobos (Valencia)
Carabobo,Los Cerritos,2003,Los Cerritos
Carabobo,Los Colorados (Valencia),2001,Los Colorados (Valencia)
Carabobo,Los Criollitos (Valencia),2001,Los Criollitos (Valencia)
Carabobo,Los Guayos,2003,Los Guayos
Carabobo,Los Harales,2006,Los Harales
Carabobo,Los Jardines (Valencia),2001,Los Jardines (Valencia)
Carabobo,Los Magallanes,2006,Los Magallanes
Carabobo,Los Mangos (Valencia),2001,Los Mangos (Valencia)
Carabobo,Los Manguitos (Valencia),2001,Los Manguitos (Valencia)
Carabobo,Los Naranjos (Valencia),2001,Los Naranjos (Valencia)
Carabobo,Los Nísperos (Valencia),2001,Los Nísperos (Valencia)
Carabobo,Los Parques (Valencia),2001,Los Parques (Valencia)
Carabobo,Los Pozones (Valencia),2001,Los Pozones (Valencia)
Carabobo,Los Sauces (Valencia),2001,Los Sauces (Valencia)
Carabobo,Los Taladros (Valencia),2001,Los Taladros (Valencia)
Carabobo,Los Viveros (Valencia),2001,Los Viveros (Valencia)
Carabobo,Luis Herrera Campins (Valencia),2001,Luis Herrera Campins (Valencia)
Carabobo,Mañonguito (Valencia),2001,Mañonguito (Valencia)
Carabobo,Máximo Romero (Valencia),2001,Máximo Romero (Valencia)
Carabobo,"Mendoza 1, 2, 3, 4, 5, 6 y 7 (Valencia)",2001,"Mendoza 1, 2, 3, 4, 5, 6 y 7 (Valencia)"
Carabobo,Michelena Norte y Sur,2001,Michelena Norte y Sur
Carabobo,Miguel Aché (Valencia),2001,Miguel Aché (Valencia)
Carabobo,Miranda,2041,Miranda
Carabobo,Montalban,2042,Montalban
Carabobo,Monte Serino,2006,Monte Serino
Carabobo,Monumental (Valencia),2001,Monumental (Valencia)
Carabobo,Morón,2051,Morón
Carabobo,Naguanagua,2005,Naguanagua
Carabobo,Otras Poblaciones,2001,Valencia
Carabobo,Padre Alonzo (Valencia),2001,Padre Alonzo (Valencia)
Carabobo,Palma Real (Valencia),2001,Palma Real (Valencia)
Carabobo,Paraparal,2003,Paraparal
Carabobo,Parque el Trigal,2001,Parque el Trigal
Carabobo,Parque Valencia,2003,Parque Valencia
Carabobo,Paso Real,2003,Paso Real
Carabobo,Patanemo,2050,Puerto Cabello
Carabobo,Piedras Negras,2003,Piedras Negras
Carabobo,Piedras Pintadas,2001,Piedras Pintadas
Carabobo,Pueblo de Belén,2039,Pueblo de Belén
Carabobo,Pueblo de Maraira,2017,Pueblo de Maraira
Carabobo,Pueblo de San Diego,2006,Pueblo de San Diego
Carabobo,Puerto Cabello,2050,Puerto Cabello
Carabobo,Punto Nutria,2050,Punto Nutria
Carabobo,Rancho Grande,2050,Rancho Grande
Carabobo,Renny Ottolina (Valencia),2001,Renny Ottolina (Valencia)
Carabobo,Ricardo Urriera (Valencia),2001,Ricardo Urriera (Valencia)
Carabobo,Rinconcito Mañongo (Valencia),2001,Rinconcito Mañongo (Valencia)
Carabobo,Ritec (Valencia),2001,Ritec (Valencia)
Carabobo,Rosarito (Valencia),2001,Rosarito (Valencia)
Carabobo,"Ruiz Pineda 1, 2 y 3 (Valencia)",2001,"Ruiz Pineda 1, 2 y 3 (Valencia)"
Carabobo,Sabana Larga (Valencia),2001,Sabana Larga (Valencia)
Carabobo,San Agustín (Valencia),2001,San Agustín (Valencia)
Carabobo,"San Blas 1, 2 (Valencia)",2001,"San Blas 1, 2 (Valencia)"
Carabobo,San Blas Viejo (Valencia),2001,San Blas Viejo (Valencia)
Carabobo,San Diego,2006,San Diego
Carabobo,San Joaquín,2018,San Joaquín
Carabobo,San José de Tarbes (Valencia),2001,San José de Tarbes (Valencia)
Carabobo,San Rafael (Valencia),2001,San Rafael (Valencia)
Carabobo,San Sebastián (Valencia),2001,San Sebastián (Valencia)
Carabobo,Santa Ana (Valencia),2001,Santa Ana (Valencia)
Carabobo,Santa Cecilia (Valencia),2001,Santa Cecilia (Valencia)
Carabobo,Santa Eduvigis,2005,Santa Eduvigis
Carabobo,Santa Teresa (Valencia),2001,Santa Teresa (Valencia)
Carabobo,Sesquicentenario (Valencia),2001,Sesquicentenario (Valencia)
Carabobo,Simón Bolívar (Valencia),2001,Simón Bolívar (Valencia)
Carabobo,Taborda,2050,Taborda
Carabobo,Terraza de los Nísperos (Valencia),2001,Terraza de los Nísperos (Valencia)
Carabobo,Tocuyito,2035,Tocuyito
Carabobo,Tocuyo de La Costa,2053,Tocuyo de La Costa
Carabobo,"Trigal Norte, Sur, Centro (Valencia)",2001,"Trigal Norte, Sur, Centro (Valencia)"
Carabobo,Tucacas,2055,Tucacas
Carabobo,Unión (Valencia),2001,Unión (Valencia)
Carabobo,Urabanización Piedras Pintada,2001,Urabanización Piedras Pintada
Carabobo,Urama,2051,Urama
Carabobo,Urbanización Alegria,2001,Urbanización Alegria
Carabobo,Urbanización Altos de Guaparo,2001,Urbanización Altos de Guaparo
Carabobo,Urbanización Camoruco,2001,Urbanización Camoruco
Carabobo,Urbanización Campo Alegre,2001,Urbanización Campo Alegre
Carabobo,Urbanización Campo Solo,2001,Urbanización Campo Solo
Carabobo,Urbanización Carabobo,2001,Urbanización Carabobo
Carabobo,Urbanización chaguaramal,2001,Urbanización chaguaramal
Carabobo,Urbanización Ciudad Alianza,2016,Urbanización Ciudad Alianza
Carabobo,Urbanización Ciudad Jardin Mañongo,2001,Urbanización Ciudad Jardin Mañongo
Carabobo,Urbanización Colinas de Guataparo,2001,Urbanización Colinas de Guataparo
Carabobo,Urbanización Colon,2005,Urbanización Colon
Carabobo,Urbanización Don Bosco,2001,Urbanización Don Bosco
Carabobo,Urbanización El Bosque,2001,Urbanización El Bosque
Carabobo,Urbanización el Morro,2006,Urbanización el Morro
Carabobo,Urbanización El Morro 1 y 2,2001,Urbanización El Morro 1 y 2
Carabobo,Urbanización El Palotal,2001,Urbanización El Palotal
Carabobo,Urbanización El Parral,2001,Urbanización El Parral
Carabobo,Urbanización El Prado,2001,Urbanización El Prado
Carabobo,Urbanización El Prebo I II III,2001,Urbanización El Prebo I II III
Carabobo,Urbanización El Prebol,2001,Urbanización El Prebol
Carabobo,Urbanización El Recreo,2001,Urbanización El Recreo
Carabobo,Urbanización El Trigalito,2001,Urbanización El Trigalito
Carabobo,Urbanización El Viñedo,2001,Urbanización El Viñedo
Carabobo,Urbanización Flor Amarillo,2003,Urbanización Flor Amarillo
Carabobo,Urbanización Fundación Mendoza,2001,Urbanización Fundación Mendoza
Carabobo,Urbanización Guatsaparo Country Club,2001,Urbanización Guatsaparo Country Club
Carabobo,Urbanización Guayabal,2001,Urbanización Guayabal
Carabobo,Urbanización Kerdel,2001,Urbanización Kerdel
Carabobo,Urbanización La Arboleda,2001,Urbanización La Arboleda
Carabobo,Urbanización La Castellana,2001,Urbanización La Castellana
Carabobo,Urbanización La Esmeralda,2001,Urbanización La Esmeralda
Carabobo,Urbanización La Guacamaya 1 2 3 Etapa,2005,Urbanización La Guacamaya 1 2 3 Etapa
Carabobo,Urbanización La Isabelica,2003,Urbanización La Isabelica
Carabobo,Urbanización La Trigaleña,2001,Urbanización La Trigaleña
Carabobo,Urbanización La Viña,2001,Urbanización La Viña
Carabobo,Urbanización Las Acacias,2001,Urbanización Las Acacias
Carabobo,Urbanización Las Clavellinas,2001,Urbanización Las Clavellinas
Carabobo,Urbanización Las Quintas,2005,Urbanización Las Quintas
Carabobo,Urbanización Lomas Del Este,2001,Urbanización Lomas Del Este
Carabobo,Urbanización Los Arales,2006,Urbanización Los Arales
Carabobo,Urbanización Los Bucares 1 y 2,2003,Urbanización Los Bucares 1 y 2
Carabobo,Urbanización Los Jardines,2001,Urbanización Los Jardines
Carabobo,Urbanización Los Magallanes,2006,Urbanización Los Magallanes
Carabobo,Urbanización Los Naranjos,2001,Urbanización Los Naranjos
Carabobo,Urbanización Los Nisperos,2001,Urbanización Los Nisperos
Carabobo,Urbanización Los Sauces,2001,Urbanización Los Sauces
Carabobo,Urbanización Mendoza 1.2.3.4.5.6.y.7,2001,Urbanización Mendoza 1.2.3.4.5.6.y.7
Carabobo,Urbanización Michelena Norte y Sur,2001,Urbanización Michelena Norte y Sur
Carabobo,Urbanización Monte Serino,2001,Urbanización Monte Serino
Carabobo,Urbanización Nueva Esparta,2001,Urbanización Nueva Esparta
Carabobo,Urbanización Paraparal,2001,Urbanización Paraparal
Carabobo,Urbanización Parque El Trigal,2001,Urbanización Parque El Trigal
Carabobo,Urbanización Parque Valencia,2001,Urbanización Parque Valencia
Carabobo,Urbanización Paso Real,2001,Urbanización Paso Real
Carabobo,Urbanizacion Ritec,2001,Urbanizacion Ritec
Carabobo,Urbanización Terraza De Los Nisperos,2001,Urbanización Terraza De Los Nisperos
Carabobo,Urbanización Trigal Norte Sur Centro,2001,Urbanización Trigal Norte Sur Centro
Carabobo,Urbanización Valle De Camoruco,2001,Urbanización Valle De Camoruco
Carabobo,Urbsanización Castillito,2001,Urbsanización Castillito
Carabobo,Urdaneta,2001,Urdaneta
Carabobo,Valle De Aguirre,2001,Valle De Aguirre
Carabobo,Valle de Aguirre,2041,Valle de Aguirre
Carabobo,Valle de Camoruco (Valencia),2001,Valle de Camoruco (Valencia)
Carabobo,Venezuela (Valencia),2001,Venezuela (Valencia)
Carabobo,Victoria,2001,Victoria
Carabobo,Victoria (Valencia),2001,Victoria (Valencia)
Carabobo,Vigirima,2001,Vigirima
Carabobo,Vigirima,2015,Vigirima
Carabobo,Villa Jardín,2035,Villa Jardín
Carabobo,Vivienda Popular De Los Guayos,2001,Vivienda Popular De Los Guayos
Carabobo,Vivienda Popular de los Guayos,2003,Vivienda Popular de los Guayos
Carabobo,Vivienda Rural los Arales,2006,Vivienda Rural los Arales
Carabobo,Yagua,2001,Yagua
Carabobo,Yagua,2015,Yagua
Carabobo,Yuma 1 y 2,2006,Yuma 1 y 2
Carabobo,Zona Industrial La Isabelica,2003,Zona Industrial La Isabelica
Cojedes,Agua Linda,2201,Agua Linda
Cojedes,Apartaderos,2201,Apartaderos
Cojedes,Arismendi,2213,Arismendi
Cojedes,Cojedes,2209,Cojedes
Cojedes,Cojeditos,2201,Cojeditos
Cojedes,El Amparo,2216,El Amparo
